core.externalId,core.name,Parent: Business Term,Parent: Domain,Parent: Subdomain,Parent: System,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.isCDE,com.infa.ccgf.models.governance.FormatDescription,com.infa.ccgf.models.governance.FormatType,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,com.infa.ccgf.models.governance.AliasNames,com.infa.odin.models.custom.ca_8269725092080610514,com.infa.odin.models.custom.ca_5211450685878080937,com.infa.odin.models.custom.ca_5158005540324682982,com.infa.odin.models.custom.ca_810120234191396501,com.infa.odin.models.custom.ca_3640948772104234602,Classifications,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
Instructor-businessterm-76,Hire Date,,,New_Employee | Instructor-subdomain-5,,Indicates whether the electronic address is primary or default.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/New_Employee/Hire Date,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,1f9ef8f0-8dae-41f0-8181-7a9dd512af3e,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5fcfbcb9-a412-4375-bcf9-37c5dbef0b50/1f9ef8f0-8dae-41f0-8181-7a9dd512af3e,CDGC
Instructor-businessterm-14,Enriched Indicator,,Postal Address | Instructor-domain-2,,,Middle name of the party.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Enriched Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,20833bf2-c7e6-43fb-a9df-dd7e289336a2,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/20833bf2-c7e6-43fb-a9df-dd7e289336a2,CDGC
Instructor-businessterm-20,Postal Code,,Postal Address | Instructor-domain-2,,,Place of birth.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Postal Code,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,220b77c9-1d2a-48b5-b908-7f9bf4891cda,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/220b77c9-1d2a-48b5-b908-7f9bf4891cda,CDGC
Instructor-businessterm-7,Address Line 5,,Postal Address | Instructor-domain-2,,,"Companies can be of multiple types, such as chartered, statutory, registered, liability limited by shares,  liability limited by guarantee, and unlimited.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Address Line 5,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,22f1eaee-53d3-4e56-aa5e-e7cdbc941bd7,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/22f1eaee-53d3-4e56-aa5e-e7cdbc941bd7,CDGC
Instructor-businessterm-11,Country,,Postal Address | Instructor-domain-2,,,Abbreviation used to identify the publicly traded shares of the party.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Country,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,27d3c4f1-ad58-43c0-bd62-2f219fa9e0a7,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/27d3c4f1-ad58-43c0-bd62-2f219fa9e0a7,CDGC
GLOS-954,code,,,OD & Manpower Planning | GLOS-918,,"The unique identifier assigned to a specific position within ZATCA, which ranges from L1-L6.",Published,true,,Text,Public,,"Each ""Code"" is a primary key for the position data set and must be unique",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/code,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,284e605a-cfc1-473f-8983-b82a95ad913b,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/284e605a-cfc1-473f-8983-b82a95ad913b,CDGC
GLOS-969,Pay scale type,,,Payroll | GLOS-912,,"Indicates the type of pay scale associated with an employee's compensation within ZATCA, providing essential information for payroll calculations, benefits.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Payroll/Pay scale type,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,2e318aa1-14e2-4b1d-8984-394316ae000c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/c69ed606-780f-4e2b-ba57-070879b66e4d/2e318aa1-14e2-4b1d-8984-394316ae000c,CDGC
GLOS-989,Job Title,,,OD & Manpower Planning | GLOS-918,,Official title of the employee's position within the organization. The job title provides a clear indication of the employee's area of expertise or functional role.,Published,true,,Text,Public,,There should be a 1 to 1 mapping between the Job Title and code.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Job Title,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,30072c2a-288e-49fa-94d0-77b1c91e292c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/30072c2a-288e-49fa-94d0-77b1c91e292c,CDGC
Instructor-businessterm-98,LifeStyle Type,,,Party Lifestyle | Instructor-subdomain-11,,Flag to indicate whether the party is willing to receive unsolicited phone calls from marketers.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Lifestyle/LifeStyle Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,3096b448-da8e-4543-9a95-60d33229e3a3,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5229c84d-b35c-4f02-9c4b-030ca5001796/3096b448-da8e-4543-9a95-60d33229e3a3,CDGC
GLOS-1049,User Status,,,Employees Services | GLOS-913,,"presents the user's current employment status (e.g., Active).",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Employees Services/User Status,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,3673c6c0-908d-4ae6-a5cb-850fc7b95345,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/1304e7ac-497b-45fe-abff-ef5afcd8f606/3673c6c0-908d-4ae6-a5cb-850fc7b95345,CDGC
BT-105,GV_Emp_ID,,,unifi_Employees | SDOM-43,,,Published,true,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,godw,"","","","",Assigned,domin_unifi_Employees/unifi_Employees/GV_Emp_ID,Update,"Mar 12, 2025, 09:38:02 AM",godw,"Mar 12, 2025, 09:38:07 AM",godw,36d44a3a-3045-4b39-9897-72ce17889f26,CDGC://0f26ab17-a769-4f0c-ad2d-0caffe17e876/e078e780-d2f6-4f8b-8c7b-cc019c00cb31/36d44a3a-3045-4b39-9897-72ce17889f26,CDGC
GLOS-1015,Date of Last Change,,,Payroll | GLOS-912,,It should be the date change of any record that have been modifed,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Payroll/Date of Last Change,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,37062d13-2768-4640-8c3f-e252a9c1022c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/c69ed606-780f-4e2b-ba57-070879b66e4d/37062d13-2768-4640-8c3f-e252a9c1022c,CDGC
Instructor-businessterm-172,Postal Address Usage Type,,,Party Postal Address | Instructor-subdomain-31,,Name of the insurance holder.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Postal Address/Postal Address Usage Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,374a8737-859b-4093-861e-4237c9329602,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/751cf73c-53bf-48ff-b5b8-a45de0ac77e2/374a8737-859b-4093-861e-4237c9329602,CDGC
BT-118,VehicleID,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,VehicleID,Update,"Mar 19, 2025, 11:06:11 AM",AshikaA,"Mar 19, 2025, 11:06:11 AM",AshikaA,3af24d4c-31e4-4051-8c27-7fbaca0601e8,CDGC://3af24d4c-31e4-4051-8c27-7fbaca0601e8,CDGC
Instructor-businessterm-69,Birth Place,,,Person | Instructor-subdomain-4,,ID of the document.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Birth Place,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,3c517e00-9cab-4f04-b19a-410796ba5bcb,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/3c517e00-9cab-4f04-b19a-410796ba5bcb,CDGC
GLOS-1064,Technical Competencies,,,Performance Management & Career Development | GLOS-910,,"Technical skills, knowledge, or expertise required for a specific job role within ZATCA.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/Technical Competencies,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,3d45a14e-1a8c-4a4f-a512-23a23b51a906,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/3d45a14e-1a8c-4a4f-a512-23a23b51a906,CDGC
BT-19,Region Identifier,,,Country | SDOM-13,,,Published,true,,Text,Internal,,,Region Id,,,,,,"",,,kaviya,,"","","","",Assigned,CD Employees/Country/Region Identifier,Update,"Sep 30, 2024, 08:06:46 AM",AswathyNagarajan,"Sep 30, 2024, 08:06:46 AM",AswathyNagarajan,3e82b3a8-3cc5-474b-ad5a-10305f0a40c1,CDGC://33628056-fbf3-4498-936c-9aa5e0ebd3d4/9486327d-9583-4a50-907a-0a13f9a89a2a/3e82b3a8-3cc5-474b-ad5a-10305f0a40c1,CDGC
BT-7,Employee Identifier,,,Employee | SDOM-8,,,Published,false,,Text,,,,,,,,,,"",,Adeno;RiswinT,,,"","","","",Assigned,Human_resource/Employee/Employee Identifier,Update,"Sep 26, 2024, 05:19:01 AM",HannibalHenry,"Sep 26, 2024, 05:19:01 AM",HannibalHenry,3f29b8df-afe3-4e14-9638-e683d570ad42,CDGC://b824c3be-60ae-4db2-9d47-58a2e2d2e900/3b646c2e-9c48-458b-8f5a-5e298c606fa4/3f29b8df-afe3-4e14-9638-e683d570ad42,CDGC
GLOS-1032,Job Entry Date,,,HCM Joint Terms - Group 2 | GLOS-1030,,It represents the date on which there is any update in the employee position details,Published,true,,Text,Public,,Dates should be in the DD-MM-YYYY format.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 2/Job Entry Date,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,41f67f4f-a289-4a4f-8999-559b0a825e0e,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ad6038bf-2f06-4bdb-a7e1-f77baa336a52/41f67f4f-a289-4a4f-8999-559b0a825e0e,CDGC
Instructor-businessterm-53,Title,,,Organization | Instructor-subdomain-1,,Name of the party group.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Organization/Title,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,46d76f2d-e781-4fa7-b9dc-20df47da4f75,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/d95abf73-32e9-49c9-b079-207f29e13640/46d76f2d-e781-4fa7-b9dc-20df47da4f75,CDGC
GLOS-947,Third Name (En),,,Hiring & Onboarding | GLOS-915,,"The third name of an  employee in English, if applicable.",Published,true,,Text,Public,,"Names should not contain special characters, symbols, or numbers unless they are part of the individual's actual name.",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Third Name (En),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,4db5c509-8534-4d1a-82bc-f8e748d3e49a,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/4db5c509-8534-4d1a-82bc-f8e748d3e49a,CDGC
BT-50,ID,,,FF_RAH_CUSTOMER | SDOM-24,,,Published,true,,Number,,,,ID,,,,,,"",,,,,"","","","",,RAH_FF_DOMAIN/FF_RAH_CUSTOMER/ID,Update,"Jan 10, 2025, 10:23:07 AM",RahinR,"Jan 10, 2025, 10:23:07 AM",RahinR,51e47779-1ab8-4eec-9fe3-d2e7695f7c07,CDGC://72405ab7-d259-4dd8-9ac2-e9bd2d2893bb/342b9ea6-bc66-4623-b1f4-ae63dcd5ad89/51e47779-1ab8-4eec-9fe3-d2e7695f7c07,CDGC
Instructor-businessterm-32,Campaign Number,,Campaign | Instructor-domain-4,,,"Personal, Business, Wealth Management",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Campaign/Campaign Number,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,52a0f6ef-3baf-4d84-94df-2b7dcd621d5a,CDGC://2ae5aecc-7eba-467a-8498-3e0824a49b83/52a0f6ef-3baf-4d84-94df-2b7dcd621d5a,CDGC
GLOS-1022,Level 3 (Code),,,OD & Manpower Planning | GLOS-918,,Code representing Level 3 in the position hierarchy or structure.,Published,true,,Text,Public,,Ensure a 1 to 1 mapping with Level 3 (label) and and Level 3 Type (Picklist Label).This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 3 (Code),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5377771c-6b32-479e-bd60-d699295acc04,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/5377771c-6b32-479e-bd60-d699295acc04,CDGC
BT-93,IS_RCY,,,Andrea_Currency | SDOM-37,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,,,"",,,,Shefreena,"","","","",Assigned,Currency/Andrea_Currency/IS_RCY,Update,"Mar 09, 2025, 09:41:19 AM",Shefreena,"Mar 09, 2025, 09:41:23 AM",Shefreena,53efcaaa-fa42-4719-92c5-4efc984a5e60,CDGC://13463edd-5b08-4c3d-bb82-abe7282ad3f9/6cc2325b-6dac-4fb5-9745-9d22f8db79e4/53efcaaa-fa42-4719-92c5-4efc984a5e60,CDGC
BT-24,BT_MAXIMUM_SALARY,,,SD_B2B_JOBS | SDOM-15,,,Published,true,,Text,Internal,,,MAX_SALARY,,,,,,"",,AswathyNagarajan;CajorinM,AswathyNagarajan;CajorinM,,"","","","",Assigned,D_B2B_JOBS/SD_B2B_JOBS/BT_MAXIMUM_SALARY,Update,"Sep 30, 2024, 11:49:22 AM",CajorinM,"Oct 08, 2024, 01:00:54 PM",infa_admin,5a8202d0-cf68-41fc-9746-02a09221852d,CDGC://83adb60f-6469-4d9d-a962-39acf0502bc9/cab927d3-a9f7-4196-b4a7-4568e6e97831/5a8202d0-cf68-41fc-9746-02a09221852d,CDGC
BT-44,COUNTRY,,,FF_RAH_CUSTOMER | SDOM-24,,,Published,false,,Text,,,,COUNTRY,,,,,,"",,,,,"","","","",,RAH_FF_DOMAIN/FF_RAH_CUSTOMER/COUNTRY,Update,"Jan 10, 2025, 10:23:07 AM",RahinR,"Jan 10, 2025, 10:23:07 AM",RahinR,5b55857d-3562-47b8-92bc-b895611990c2,CDGC://72405ab7-d259-4dd8-9ac2-e9bd2d2893bb/342b9ea6-bc66-4623-b1f4-ae63dcd5ad89/5b55857d-3562-47b8-92bc-b895611990c2,CDGC
Instructor-businessterm-176,Enrichment Status Value,,,Postal Address Enrichment Status | Instructor-subdomain-33,,"Insurance subtype. For example, if the insurance type is life, the subtypes might be non-participating, participating, indeterminate premium, economic, limited pay, or single premium.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Postal Address Enrichment Status/Enrichment Status Value,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,64edee99-fe56-421b-9091-2a54096c74a4,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/ce5c0e8d-16e3-4e6c-9cb7-871215bc6db0/64edee99-fe56-421b-9091-2a54096c74a4,CDGC
BT-71,Hiring Date,,,Employees | SDOM-32,,,Published,false,,Date,Confidential,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,B2B_DWH_Sa/Employees/Hiring Date,Update,"Mar 03, 2025, 11:45:40 AM",Sanjai,"Mar 03, 2025, 11:45:40 AM",Sanjai,65798779-26f2-4984-b158-f799e0c164ea,CDGC://f7f172c4-8f8e-4a44-aa54-119b556f1b5f/a3ea8246-4df7-45e9-a95b-c1d87013e62b/65798779-26f2-4984-b158-f799e0c164ea,CDGC
GLOS-1004,Level 6 (Code),,,OD & Manpower Planning | GLOS-918,,Code representing Level 6 in the position hierarchy or structure.,Published,true,,Text,Public,,Ensure a 1 to 1 mapping with Level 6 (label) and and Level 6 Type (Picklist Label).                                                                                                                           This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 6 (Code),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,68607639-5b54-4060-8238-6f4817e6c1e1,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/68607639-5b54-4060-8238-6f4817e6c1e1,CDGC
GLOS-953,Position Criticality (Picklist Label),,,Total Rewards & Talent Management | GLOS-917,,Indicates the criticality level of the position in terms of importance.,Published,true,,Text,Public,,"This Field should only contain values of ""Critical"" or ""Not Critical.""",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/Total Rewards & Talent Management/Position Criticality (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,68e3f82d-7e39-4812-920f-436df534b0d9,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/0387def2-deb8-4c29-bab3-43dffb836d40/68e3f82d-7e39-4812-920f-436df534b0d9,CDGC
GLOS-977,Nationality,,,Hiring & Onboarding | GLOS-915,,This field refers to the employee's country of citizenship or the country they identify with as their nationality,Published,true,,Text,Public,,This field should only accept values that are predefined for Nationality.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Nationality,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,699276f1-abf7-4daf-9cc7-28cd3478f738,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/699276f1-abf7-4daf-9cc7-28cd3478f738,CDGC
BT-48,EMAIL,,,FF_RAH_CUSTOMER | SDOM-24,,,Published,false,,Text,,,,EMAIL,,,,,,"",,,,,"","","","",,RAH_FF_DOMAIN/FF_RAH_CUSTOMER/EMAIL,Update,"Jan 10, 2025, 10:23:07 AM",RahinR,"Jan 10, 2025, 10:23:07 AM",RahinR,6b5580d6-b682-4b1f-ab56-88de4ffc2fdf,CDGC://72405ab7-d259-4dd8-9ac2-e9bd2d2893bb/342b9ea6-bc66-4623-b1f4-ae63dcd5ad89/6b5580d6-b682-4b1f-ab56-88de4ffc2fdf,CDGC
Instructor-businessterm-134,Attribute Name,,,Party Enrichment | Instructor-subdomain-23,,County/Parish with in a State,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Enrichment/Attribute Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6bb1fc05-4c9f-4595-b962-e392d6c37694,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a8d206ed-e64c-405e-a627-eb3c955ec776/6bb1fc05-4c9f-4595-b962-e392d6c37694,CDGC
Instructor-businessterm-120,Document Type,,,Party Documents | Instructor-subdomain-21,,Flag to indicate if address is a residential address (not business/commercial address),Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Documents/Document Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6bfa473f-0316-4601-a996-244b2c4fd9ab,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/2acc0e77-d3b5-4196-862e-ad1d03218ef6/6bfa473f-0316-4601-a996-244b2c4fd9ab,CDGC
Instructor-businessterm-125,Email Default Indicator,,,Party Electronic Address | Instructor-subdomain-22,,"Ownership of an organization can be of multiple types, such as wholly owned, LLC, corporation, cooperative, and proprietary.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Electronic Address/Email Default Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6f30f002-8543-4899-bb85-3304cfd963ba,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7/6f30f002-8543-4899-bb85-3304cfd963ba,CDGC
Instructor-businessterm-87,Qualification Name,,,Party Education | Instructor-subdomain-9,,Loyalty account number.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Education/Qualification Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,732a94bb-e74e-452b-a640-afa548c2e951,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/d06ef326-3255-4a0e-a628-06ef300d5461/732a94bb-e74e-452b-a640-afa548c2e951,CDGC
GLOS-1089,Requisition Number,,,Sourcing and Assessment | GLOS-916,,A unique identifier assigned to a specific job requisition for recruitment within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Requisition Number,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,78d0e519-a144-49bf-a5d0-d356211fe5ee,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/78d0e519-a144-49bf-a5d0-d356211fe5ee,CDGC
BT02,BT Hemployee Name,,Employee | D02,,,,Published,false,,Text,Public,,,Ename,,,,,,"",,HannibalHenry,,,"","","","",Assigned,Employee/BT Hemployee Name,Update,"Jan 13, 2025, 07:49:01 AM",HannibalHenry,"Jan 13, 2025, 07:49:01 AM",HannibalHenry,7aa3f197-dcdd-4c74-9982-4234f1e377a0,CDGC://56e6b675-6b8d-46f9-9859-78ca04d4e57c/7aa3f197-dcdd-4c74-9982-4234f1e377a0,CDGC
BT-15,Salary,,,Employee | SDOM-10,,Salary of the employee,Published,false,,Text,Internal,,,salary,,,,,,"",,anfeezas,kaviya,,"","","","",Assigned,AS_Employee/Employee/Salary,Update,"Sep 30, 2024, 07:05:40 AM",anfeezas,"Sep 30, 2024, 07:07:17 AM",anfeezas,8243c3fe-edac-414e-9854-1ce17d236b4b,CDGC://1a8445ea-a27c-4ba3-b67c-33d8a69074a2/d4e69ffe-61ea-4bc1-a7ff-ec8e896e523b/8243c3fe-edac-414e-9854-1ce17d236b4b,CDGC
Instructor-businessterm-1,Party ID,,Party | Instructor-domain-1,,,Unique identifier of the party,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party ID,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,84925c51-e422-4305-9a3b-d271fcf636ff,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/84925c51-e422-4305-9a3b-d271fcf636ff,CDGC
BT-139,PhoneNumber,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,PhoneNumber,Update,"Mar 19, 2025, 12:10:58 PM",AshikaA,"Mar 19, 2025, 12:10:58 PM",AshikaA,8525e68d-569f-4f98-b742-b28262d7712e,CDGC://8525e68d-569f-4f98-b742-b28262d7712e,CDGC
